dataset,column_name,business_name,description,bronze_type,silver_type,transformation_applied,nullable,is_technical_column,source,notes
rentas_formulario,PERIODO,PERIODO,,str,Int64,cast_to_integer_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,
rentas_formulario,TIPO_FORMULARIO,TIPO_FORMULARIO,,str,string,cast_to_string_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,
rentas_formulario,FORMULARIO_ID,FORMULARIO_ID,,str,Int64,cast_to_integer_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,
rentas_formulario,TITULO,TITULO,,str,string,cast_to_string_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,
rentas_formulario,SUB_TITULO,SUB_TITULO,documented_null_columns: Columna parcialmente vacía; se conservan los valores disponibles y los vacíos se convierten a null.,str,string,cast_to_string_nullable,True,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,documented_null_columns: Columna parcialmente vacía; se conservan los valores disponibles y los vacíos se convierten a null.
rentas_formulario,CLASIFICACION,CLASIFICACION,,str,string,cast_to_string_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,
rentas_formulario,ABREVIATURA,ABREVIATURA,,str,string,cast_to_string_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,
rentas_preguntas,ESTADO_REGISTRO,ESTADO_REGISTRO,,str,string,cast_to_string_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,
rentas_preguntas,ANO_APLICACION,ANO_APLICACION,,str,Int64,cast_to_integer_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,
rentas_preguntas,PREGUNTA_PADRE_ID,PREGUNTA_PADRE_ID,,str,Int64,cast_to_integer_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,
rentas_preguntas,RANGO_FIN,RANGO_FIN,"documented_null_columns: Columna parcialmente vacía; representa rango final condicionado por tipo de pregunta. | preserve_as_string: Contiene mezcla de números, fechas y valores especiales; se conserva como texto.",str,string,cast_to_string_nullable,True,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,"documented_null_columns: Columna parcialmente vacía; representa rango final condicionado por tipo de pregunta. | preserve_as_string: Contiene mezcla de números, fechas y valores especiales; se conserva como texto."
rentas_preguntas,PERIODO,PERIODO,,str,Int64,cast_to_integer_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,
rentas_preguntas,RESPUESTA,RESPUESTA,documented_null_columns: Columna parcialmente vacía; puede contener respuestas o códigos esperados según la pregunta. | preserve_as_string: Puede contener valores alfanuméricos como S/N o códigos numéricos; se conserva como texto.,str,string,cast_to_string_nullable,True,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,documented_null_columns: Columna parcialmente vacía; puede contener respuestas o códigos esperados según la pregunta. | preserve_as_string: Puede contener valores alfanuméricos como S/N o códigos numéricos; se conserva como texto.
rentas_preguntas,ORDEN_PREGUNTA,ORDEN_PREGUNTA,preserve_as_string: Se conserva como texto para no perder ceros a la izquierda ni códigos jerárquicos.,str,string,cast_to_string_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,preserve_as_string: Se conserva como texto para no perder ceros a la izquierda ni códigos jerárquicos.
rentas_preguntas,TEXTO_LECTURA,TEXTO_LECTURA,documented_null_columns: Columna parcialmente vacía; contiene instrucciones adicionales solo cuando aplica.,str,string,cast_to_string_nullable,True,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,documented_null_columns: Columna parcialmente vacía; contiene instrucciones adicionales solo cuando aplica.
rentas_preguntas,TEXTO_APOYO,TEXTO_APOYO,documented_null_columns: Columna parcialmente vacía; contiene placeholder o texto de apoyo solo cuando aplica.,str,string,cast_to_string_nullable,True,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,documented_null_columns: Columna parcialmente vacía; contiene placeholder o texto de apoyo solo cuando aplica.
rentas_preguntas,OBJETO_ACTIVO,OBJETO_ACTIVO,,str,Int64,cast_to_integer_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,
rentas_preguntas,TIPO_CUESTIONARIO_ID,TIPO_CUESTIONARIO_ID,,str,Int64,cast_to_integer_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,
rentas_preguntas,FORMULARIO_ID,FORMULARIO_ID,,str,Int64,cast_to_integer_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,
rentas_preguntas,DESCRIPCION,DESCRIPCION,,str,string,cast_to_string_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,
rentas_preguntas,PREGUNTA_ID,PREGUNTA_ID,,str,Int64,cast_to_integer_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,
rentas_preguntas,RANGO_INI,RANGO_INI,"documented_null_columns: Columna parcialmente vacía; representa rango inicial condicionado por tipo de pregunta. | preserve_as_string: Contiene mezcla de números, fechas y valores especiales; se conserva como texto.",str,string,cast_to_string_nullable,True,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,"documented_null_columns: Columna parcialmente vacía; representa rango inicial condicionado por tipo de pregunta. | preserve_as_string: Contiene mezcla de números, fechas y valores especiales; se conserva como texto."
rentas_estadistica,ANO_ESTADISTICA_DESC,ANO_ESTADISTICA_DESC,documented_null_columns: Columna parcialmente vacía; se conserva como descripción textual del año o periodo estadístico. | preserve_as_string: Puede contener valores compuestos como 2024-I o 2024-II; no debe convertirse a entero.,str,string,cast_to_string_nullable,True,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,documented_null_columns: Columna parcialmente vacía; se conserva como descripción textual del año o periodo estadístico. | preserve_as_string: Puede contener valores compuestos como 2024-I o 2024-II; no debe convertirse a entero.
rentas_estadistica,FORMULARIO_ID,FORMULARIO_ID,,str,Int64,cast_to_integer_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,
rentas_estadistica,PERIODO,PERIODO,,str,Int64,cast_to_integer_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,
rentas_estadistica,MES_ESTADISTICA,MES_ESTADISTICA,"special_values: Se conserva como periodo especial observado, probablemente asociado a acumulado o consolidado anual.",str,Int64,cast_to_integer_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,"special_values: Se conserva como periodo especial observado, probablemente asociado a acumulado o consolidado anual."
rentas_estadistica,ESTADO_REGISTRO,ESTADO_REGISTRO,,str,string,cast_to_string_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,
rentas_estadistica,ANO_APLICACION,ANO_APLICACION,,str,Int64,cast_to_integer_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,
rentas_estadistica,ANO_ESTADISTICA,ANO_ESTADISTICA,,str,Int64,cast_to_integer_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,
rentas_respuestas,RESPUESTA_TEXTO,RESPUESTA_TEXTO,"documented_null_columns: Columna parcialmente vacía; puede no aplicar cuando la respuesta está representada como entero, decimal o fecha. | preserve_as_string: Puede contener texto libre, respuestas S/N, códigos o números expresados como texto.",str,string,cast_to_string_nullable,True,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,"documented_null_columns: Columna parcialmente vacía; puede no aplicar cuando la respuesta está representada como entero, decimal o fecha. | preserve_as_string: Puede contener texto libre, respuestas S/N, códigos o números expresados como texto."
rentas_respuestas,PERIODO,PERIODO,,str,Int64,cast_to_integer_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,
rentas_respuestas,PREGUNTA_ID,PREGUNTA_ID,,str,Int64,cast_to_integer_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,
rentas_respuestas,SEC_EJEC,SEC_EJEC,,str,Int64,cast_to_integer_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,
rentas_respuestas,ANO_APLICACION,ANO_APLICACION,,str,Int64,cast_to_integer_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,
rentas_respuestas,RESPUESTA_ID,RESPUESTA_ID,,str,Int64,cast_to_integer_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,
rentas_respuestas,RESPUESTA_DECIMAL,RESPUESTA_DECIMAL,preserve_zero_values: El valor 0 puede representar una respuesta válida; no se convierte a null.,str,Float64,cast_to_decimal_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,preserve_zero_values: El valor 0 puede representar una respuesta válida; no se convierte a null.
rentas_respuestas,RESPUESTA_ENTERO,RESPUESTA_ENTERO,preserve_zero_values: El valor 0 puede representar una respuesta válida; no se convierte a null.,str,Int64,cast_to_integer_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,preserve_zero_values: El valor 0 puede representar una respuesta válida; no se convierte a null.
rentas_respuestas,FORMULARIO_ID,FORMULARIO_ID,,str,Int64,cast_to_integer_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,
rentas_respuestas,ESTADO_REGISTRO,ESTADO_REGISTRO,,str,string,cast_to_string_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,
rentas_respuestas,RESPUESTA_FECHA,RESPUESTA_FECHA,documented_null_columns: Columna parcialmente vacía; solo aplica cuando la respuesta corresponde a una fecha.,str,datetime64[us],cast_to_datetime_nullable,True,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,documented_null_columns: Columna parcialmente vacía; solo aplica cuando la respuesta corresponde a una fecha.
rentas_entidad_estado,SEC_EJE,SEC_EJE,Columna 100% vacía en Bronze. No participa en relaciones internas ni aporta valor analítico. Se conserva SEC_EJEC como identificador válido del gobierno local.,object,dropped,drop_column,,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,Columna 100% vacía en Bronze. No participa en relaciones internas ni aporta valor analítico. Se conserva SEC_EJEC como identificador válido del gobierno local.
rentas_entidad_estado,TIPO_META,TIPO_META,,str,Int64,cast_to_integer_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,
rentas_entidad_estado,ESTADO,ESTADO,,str,string,cast_to_string_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,
rentas_entidad_estado,IND_RESOL_ALCAL_ADJUNTO,IND_RESOL_ALCAL_ADJUNTO,,str,string,cast_to_string_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,
rentas_entidad_estado,USUARIO_CREACION_FECHA,USUARIO_CREACION_FECHA,,str,datetime64[us],cast_to_datetime_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,
rentas_entidad_estado,FECHA_RESOL_ALCAL_ADJUNTO,FECHA_RESOL_ALCAL_ADJUNTO,documented_null_columns: Contiene 0 como valor especial de ausencia. En Silver se normaliza 0 a null y se conservan fechas válidas. | special_values_to_null: El valor 0 representa ausencia de fecha/no aplica cuando la resolución no está adjunta o está pendiente. Las fechas válidas se conservan como datetime.,str,datetime64[us],cast_to_datetime_nullable,True,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,documented_null_columns: Contiene 0 como valor especial de ausencia. En Silver se normaliza 0 a null y se conservan fechas válidas. | special_values_to_null: El valor 0 representa ausencia de fecha/no aplica cuando la resolución no está adjunta o está pendiente. Las fechas válidas se conservan como datetime.
rentas_entidad_estado,PERIODO,PERIODO,,str,Int64,cast_to_integer_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,
rentas_entidad_estado,USUARIO_FECHA_ENVIO,USUARIO_FECHA_ENVIO,"documented_null_columns: Columna 100% vacía en Bronze, pero se conserva como campo potencial de trazabilidad operativa del envío.",str,datetime64[s],cast_to_datetime_nullable,True,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,"documented_null_columns: Columna 100% vacía en Bronze, pero se conserva como campo potencial de trazabilidad operativa del envío."
rentas_entidad_estado,ANO_APLICACION,ANO_APLICACION,,str,Int64,cast_to_integer_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,
rentas_entidad_estado,CLASIFICACION,CLASIFICACION,,str,string,cast_to_string_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,
rentas_entidad_estado,ORIGEN_INFORMACION,ORIGEN_INFORMACION,,str,Int64,cast_to_integer_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,
rentas_entidad_estado,SEC_EJEC,SEC_EJEC,,str,Int64,cast_to_integer_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,
rentas_entidad_estado,CORREO,CORREO,"documented_null_columns: Columna 100% vacía en Bronze, pero se conserva por posible utilidad futura como dato de contacto.",str,string,cast_to_string_nullable,True,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,"documented_null_columns: Columna 100% vacía en Bronze, pero se conserva por posible utilidad futura como dato de contacto."
rentas_entidad_estado,USUARIO_ENVIO_ID,USUARIO_ENVIO_ID,"preserve_zero_values: El valor 0 puede representar usuario sistema, valor por defecto o ausencia operativa no confirmada. Se conserva como valor original.",str,Int64,cast_to_integer_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,"preserve_zero_values: El valor 0 puede representar usuario sistema, valor por defecto o ausencia operativa no confirmada. Se conserva como valor original."
rentas_esat_estadistica_atm,MON_SALDOPREDIAL_COAC,MON_SALDOPREDIAL_COAC,preserve_zero_values: El valor 0 puede representar un monto válido; no se convierte a null.,str,Float64,cast_to_decimal_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,preserve_zero_values: El valor 0 puede representar un monto válido; no se convierte a null.
rentas_esat_estadistica_atm,MON_RECAUDANTER_COAC,MON_RECAUDANTER_COAC,preserve_zero_values: El valor 0 puede representar un monto válido; no se convierte a null.,str,Float64,cast_to_decimal_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,preserve_zero_values: El valor 0 puede representar un monto válido; no se convierte a null.
rentas_esat_estadistica_atm,PERIODO,PERIODO,,str,Int64,cast_to_integer_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,
rentas_esat_estadistica_atm,MON_RECAUDACTUAL_ORDIN,MON_RECAUDACTUAL_ORDIN,preserve_zero_values: El valor 0 puede representar un monto válido; no se convierte a null.,str,Float64,cast_to_decimal_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,preserve_zero_values: El valor 0 puede representar un monto válido; no se convierte a null.
rentas_esat_estadistica_atm,MUNICIPALIDAD_NOMBRE,MUNICIPALIDAD_NOMBRE,,str,string,cast_to_string_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,
rentas_esat_estadistica_atm,MES_ESTADISTICA,MES_ESTADISTICA,"special_values: Se conserva como periodo especial observado, probablemente asociado a acumulado o consolidado anual.",str,Int64,cast_to_integer_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,"special_values: Se conserva como periodo especial observado, probablemente asociado a acumulado o consolidado anual."
rentas_esat_estadistica_atm,MON_INICIALADULTOMAYOR,MON_INICIALADULTOMAYOR,preserve_zero_values: El valor 0 puede representar un monto válido; no se convierte a null.,str,Float64,cast_to_decimal_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,preserve_zero_values: El valor 0 puede representar un monto válido; no se convierte a null.
rentas_esat_estadistica_atm,NUM_PREDIOOTROUSO,NUM_PREDIOOTROUSO,preserve_zero_values: El valor 0 puede representar una cantidad válida; no se convierte a null.,str,Int64,cast_to_integer_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,preserve_zero_values: El valor 0 puede representar una cantidad válida; no se convierte a null.
rentas_esat_estadistica_atm,NUM_CONTRIPREDIO,NUM_CONTRIPREDIO,preserve_zero_values: El valor 0 puede representar una cantidad válida; no se convierte a null.,str,Int64,cast_to_integer_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,preserve_zero_values: El valor 0 puede representar una cantidad válida; no se convierte a null.
rentas_esat_estadistica_atm,MON_AUTOAVALUO_INAFECTO,MON_AUTOAVALUO_INAFECTO,preserve_zero_values: El valor 0 puede representar un monto válido; no se convierte a null.,str,Float64,cast_to_decimal_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,preserve_zero_values: El valor 0 puede representar un monto válido; no se convierte a null.
rentas_esat_estadistica_atm,MON_EMISIONPREDIAL_EXON,MON_EMISIONPREDIAL_EXON,preserve_zero_values: El valor 0 puede representar un monto válido; no se convierte a null.,str,Float64,cast_to_decimal_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,preserve_zero_values: El valor 0 puede representar un monto válido; no se convierte a null.
rentas_esat_estadistica_atm,NUM_EMISIONPREDIAL_EXON,NUM_EMISIONPREDIAL_EXON,preserve_zero_values: El valor 0 puede representar una cantidad válida; no se convierte a null.,str,Int64,cast_to_integer_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,preserve_zero_values: El valor 0 puede representar una cantidad válida; no se convierte a null.
rentas_esat_estadistica_atm,PROVINCIA_NOMBRE,PROVINCIA_NOMBRE,,str,string,cast_to_string_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,
rentas_esat_estadistica_atm,MON_SALDOPREDIAL_ORD,MON_SALDOPREDIAL_ORD,preserve_zero_values: El valor 0 puede representar un monto válido; no se convierte a null.,str,Float64,cast_to_decimal_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,preserve_zero_values: El valor 0 puede representar un monto válido; no se convierte a null.
rentas_esat_estadistica_atm,ANO_APLICACION,ANO_APLICACION,,str,Int64,cast_to_integer_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,
rentas_esat_estadistica_atm,MON_RECUADADULTOMAYOR,MON_RECUADADULTOMAYOR,preserve_zero_values: El valor 0 puede representar un monto válido; no se convierte a null.,str,Float64,cast_to_decimal_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,preserve_zero_values: El valor 0 puede representar un monto válido; no se convierte a null.
rentas_esat_estadistica_atm,NUM_PREDIOTOTAL,NUM_PREDIOTOTAL,preserve_zero_values: El valor 0 puede representar una cantidad válida; no se convierte a null.,str,Int64,cast_to_integer_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,preserve_zero_values: El valor 0 puede representar una cantidad válida; no se convierte a null.
rentas_esat_estadistica_atm,MON_RECAUDANTER_ORDI,MON_RECAUDANTER_ORDI,preserve_zero_values: El valor 0 puede representar un monto válido; no se convierte a null.,str,Float64,cast_to_decimal_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,preserve_zero_values: El valor 0 puede representar un monto válido; no se convierte a null.
rentas_esat_estadistica_atm,MON_BASEIMPONIBLE_EXON,MON_BASEIMPONIBLE_EXON,preserve_zero_values: El valor 0 puede representar un monto válido; no se convierte a null.,str,Float64,cast_to_decimal_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,preserve_zero_values: El valor 0 puede representar un monto válido; no se convierte a null.
rentas_esat_estadistica_atm,PROVINCIA,PROVINCIA,preserve_as_string: Código territorial de 2 dígitos; se conserva como texto para no perder ceros a la izquierda.,str,string,cast_to_string_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,preserve_as_string: Código territorial de 2 dígitos; se conserva como texto para no perder ceros a la izquierda.
rentas_esat_estadistica_atm,ANO_ESTADISTICA,ANO_ESTADISTICA,,str,Int64,cast_to_integer_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,
rentas_esat_estadistica_atm,DISTRITO_NOMBRE,DISTRITO_NOMBRE,,str,string,cast_to_string_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,
rentas_esat_estadistica_atm,MON_EMISIONPREDIAL_AFECTO,MON_EMISIONPREDIAL_AFECTO,preserve_zero_values: El valor 0 puede representar un monto válido; no se convierte a null.,str,Float64,cast_to_decimal_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,preserve_zero_values: El valor 0 puede representar un monto válido; no se convierte a null.
rentas_esat_estadistica_atm,MON_BASEIMPONIBLE_AFECTO,MON_BASEIMPONIBLE_AFECTO,preserve_zero_values: El valor 0 puede representar un monto válido; no se convierte a null.,str,Float64,cast_to_decimal_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,preserve_zero_values: El valor 0 puede representar un monto válido; no se convierte a null.
rentas_esat_estadistica_atm,DISTRITO,DISTRITO,preserve_as_string: Código territorial de 2 dígitos; se conserva como texto para no perder ceros a la izquierda.,str,string,cast_to_string_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,preserve_as_string: Código territorial de 2 dígitos; se conserva como texto para no perder ceros a la izquierda.
rentas_esat_estadistica_atm,TIPO_META,TIPO_META,"documented_null_columns: Columna 100% vacía en Bronze, pero se conserva como string nullable por posible utilidad futura o llenado posterior de la fuente.",str,string,cast_to_string_nullable,True,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,"documented_null_columns: Columna 100% vacía en Bronze, pero se conserva como string nullable por posible utilidad futura o llenado posterior de la fuente."
rentas_esat_estadistica_atm,MON_EMISIONPREDIAL_INSO,MON_EMISIONPREDIAL_INSO,preserve_zero_values: El valor 0 puede representar un monto válido; no se convierte a null.,str,Float64,cast_to_decimal_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,preserve_zero_values: El valor 0 puede representar un monto válido; no se convierte a null.
rentas_esat_estadistica_atm,MON_RECAUDACTUAL_COAC,MON_RECAUDACTUAL_COAC,preserve_zero_values: El valor 0 puede representar un monto válido; no se convierte a null.,str,Float64,cast_to_decimal_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,preserve_zero_values: El valor 0 puede representar un monto válido; no se convierte a null.
rentas_esat_estadistica_atm,DEPARTAMENTO,DEPARTAMENTO,preserve_as_string: Código territorial de 2 dígitos; se conserva como texto para no perder ceros a la izquierda.,str,string,cast_to_string_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,preserve_as_string: Código territorial de 2 dígitos; se conserva como texto para no perder ceros a la izquierda.
rentas_esat_estadistica_atm,UBIGEO,UBIGEO,preserve_as_string: Código territorial de 6 dígitos; se conserva como texto según diccionario y para no perder ceros a la izquierda.,str,string,cast_to_string_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,preserve_as_string: Código territorial de 6 dígitos; se conserva como texto según diccionario y para no perder ceros a la izquierda.
rentas_esat_estadistica_atm,FORMULARIO_ID,FORMULARIO_ID,preserve_zero_values: El valor 0 se conserva como valor observado de la fuente; no se convierte a null. | special_values: Valor no referenciado en rentas_formulario; se conserva como valor observado de la fuente para análisis posterior.,str,Int64,cast_to_integer_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,preserve_zero_values: El valor 0 se conserva como valor observado de la fuente; no se convierte a null. | special_values: Valor no referenciado en rentas_formulario; se conserva como valor observado de la fuente para análisis posterior.
rentas_esat_estadistica_atm,FLAG_EMILIQUIDA,FLAG_EMILIQUIDA,documented_null_columns: Columna mayormente vacía; se conserva porque representa un indicador tributario cuando aplica.,str,string,cast_to_string_nullable,True,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,documented_null_columns: Columna mayormente vacía; se conserva porque representa un indicador tributario cuando aplica.
rentas_esat_estadistica_atm,FLAG_EMISION_INICIAL,FLAG_EMISION_INICIAL,documented_null_columns: Columna mayormente vacía; se conserva porque representa un indicador tributario cuando aplica.,str,string,cast_to_string_nullable,True,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,documented_null_columns: Columna mayormente vacía; se conserva porque representa un indicador tributario cuando aplica.
rentas_esat_estadistica_atm,NUM_PREDIOUSOCH,NUM_PREDIOUSOCH,preserve_zero_values: El valor 0 puede representar una cantidad válida; no se convierte a null.,str,Int64,cast_to_integer_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,preserve_zero_values: El valor 0 puede representar una cantidad válida; no se convierte a null.
rentas_esat_estadistica_atm,NUM_EMISIONPREDIAL_CASA,NUM_EMISIONPREDIAL_CASA,preserve_zero_values: El valor 0 puede representar una cantidad válida; no se convierte a null.,str,Int64,cast_to_integer_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,preserve_zero_values: El valor 0 puede representar una cantidad válida; no se convierte a null.
rentas_esat_estadistica_atm,NUM_CONTRIBADULTOMAYOR,NUM_CONTRIBADULTOMAYOR,preserve_zero_values: El valor 0 puede representar una cantidad válida; no se convierte a null.,str,Int64,cast_to_integer_nullable,False,False,Bronze SISMEPRE + silver_rules_sismepre.yaml,preserve_zero_values: El valor 0 puede representar una cantidad válida; no se convierte a null.
