dataset,column_name,bronze_type,silver_type,transformation,nulls_before,nulls_after,conversion_errors,special_values_handled,status,reason
municipalidades_2022,VFI_P62,object,dropped,drop_column,0,,0,0,DROPPED,VFI constante (100% = '1'); sin variación.
municipalidades_2022,VFI_P63,object,dropped,drop_column,0,,0,0,DROPPED,VFI constante (100% = '1'); sin variación.
municipalidades_2022,VFI_P64,object,dropped,drop_column,0,,0,0,DROPPED,VFI constante (100% = '1'); sin variación.
municipalidades_2022,VFI_P66,object,dropped,drop_column,0,,0,0,DROPPED,VFI constante (100% = '1'); sin variación.
municipalidades_2022,VFI_P67,object,dropped,drop_column,0,,0,0,DROPPED,VFI constante (100% = '1'); sin variación.
municipalidades_2022,VFI_P68,object,dropped,drop_column,0,,0,0,DROPPED,VFI constante (100% = '1'); sin variación.
municipalidades_2022,VFI_P69,object,dropped,drop_column,0,,0,0,DROPPED,VFI constante (100% = '1'); sin variación.
municipalidades_2022,VFI_P70,object,dropped,drop_column,0,,0,0,DROPPED,VFI constante (100% = '1'); sin variación.
municipalidades_2022,VFI_P71,object,dropped,drop_column,0,,0,0,DROPPED,VFI constante (100% = '1'); sin variación.
municipalidades_2022,VFI_P72A,object,dropped,drop_column,0,,0,0,DROPPED,VFI constante (100% = '1'); sin variación.
municipalidades_2022,VFI_P72B,object,dropped,drop_column,0,,0,0,DROPPED,VFI constante (100% = '1'); sin variación.
municipalidades_2022,VFI_P73,object,dropped,drop_column,0,,0,0,DROPPED,VFI constante (100% = '1'); sin variación.
municipalidades_2022,VFI_P74,object,dropped,drop_column,0,,0,0,DROPPED,VFI constante (100% = '1'); sin variación.
municipalidades_2022,VFI_P75,object,dropped,drop_column,0,,0,0,DROPPED,VFI constante (100% = '1'); sin variación.
municipalidades_2022,VFI_P76,object,dropped,drop_column,0,,0,0,DROPPED,VFI constante (100% = '1'); sin variación.
municipalidades_2022,VFI_P77,object,dropped,drop_column,0,,0,0,DROPPED,VFI constante (100% = '1'); sin variación.
municipalidades_2022,VFI_P78,object,dropped,drop_column,0,,0,0,DROPPED,VFI constante (100% = '1'); sin variación.
municipalidades_2022,VFI_P79,object,dropped,drop_column,0,,0,0,DROPPED,VFI constante (100% = '1'); sin variación.
municipalidades_2022,VFI_P80,object,dropped,drop_column,0,,0,0,DROPPED,VFI constante (100% = '1'); sin variación.
municipalidades_2022,VFI_P84A,object,dropped,drop_column,0,,0,0,DROPPED,VFI constante (100% = '1'); sin variación.
municipalidades_2022,VFI_P85,object,dropped,drop_column,0,,0,0,DROPPED,VFI constante (100% = '1'); sin variación.
municipalidades_2022,VFI_P86,object,dropped,drop_column,0,,0,0,DROPPED,VFI constante (100% = '1'); sin variación.
municipalidades_2022,VFI_P87,object,dropped,drop_column,0,,0,0,DROPPED,VFI constante (100% = '1'); sin variación.
municipalidades_2022,VFI_P87A,object,dropped,drop_column,0,,0,0,DROPPED,VFI constante (100% = '1'); sin variación.
municipalidades_2022,VFI_P88,object,dropped,drop_column,0,,0,0,DROPPED,VFI constante (100% = '1'); sin variación.
municipalidades_2022,VFI_P89,object,dropped,drop_column,0,,0,0,DROPPED,VFI constante (100% = '1'); sin variación.
municipalidades_2022,VFI_P90,object,dropped,drop_column,0,,0,0,DROPPED,VFI constante (100% = '1'); sin variación.
municipalidades_2022,VFI_P94,object,dropped,drop_column,0,,0,0,DROPPED,VFI constante (100% = '1'); sin variación.
municipalidades_2022,VFI_P95,object,dropped,drop_column,0,,0,0,DROPPED,VFI constante (100% = '1'); sin variación.
municipalidades_2022,VFI_P96,object,dropped,drop_column,0,,0,0,DROPPED,VFI constante (100% = '1'); sin variación.
municipalidades_2022,VFI_P97,object,dropped,drop_column,0,,0,0,DROPPED,VFI constante (100% = '1'); sin variación.
municipalidades_2022,VFI_P98,object,dropped,drop_column,0,,0,0,DROPPED,VFI constante (100% = '1'); sin variación.
municipalidades_2022,VFI_P99,object,dropped,drop_column,0,,0,0,DROPPED,VFI constante (100% = '1'); sin variación.
municipalidades_2022,Año,object,object,kept_without_explicit_rule,0,0.0,0,0,OK,
municipalidades_2022,idmunici,object,object,kept_without_explicit_rule,0,0.0,0,0,OK,
municipalidades_2022,ccdd,object,object,kept_without_explicit_rule,0,0.0,0,0,OK,preserve_as_string: Código de departamento; se conserva como texto por convención INEI (formato '01'-'25').
municipalidades_2022,ccpp,object,object,kept_without_explicit_rule,0,0.0,0,0,OK,preserve_as_string: Código de provincia; se conserva como texto por convención INEI.
municipalidades_2022,ccdi,object,object,kept_without_explicit_rule,0,0.0,0,0,OK,preserve_as_string: Código de distrito; se conserva como texto por convención INEI.
municipalidades_2022,Ubigeo,object,object,kept_without_explicit_rule,0,0.0,0,0,OK,preserve_as_string: CRÍTICO: min numérico=10101 implica pérdida del cero inicial ('010101'→10101). Debe ser string.
municipalidades_2022,Departamento,object,string,cast_to_string_nullable,0,0.0,0,0,OK,
municipalidades_2022,Provincia,object,string,cast_to_string_nullable,0,0.0,0,0,OK,
municipalidades_2022,Distrito,object,string,cast_to_string_nullable,0,0.0,0,0,OK,
municipalidades_2022,Tipomuni,object,object,kept_without_explicit_rule,0,0.0,0,0,OK,"preserve_as_string: Código categórico (1=Provincial, 2=Distrital, 3=Centro Poblado); texto para integración con diccionario."
municipalidades_2022,P04_1,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P04_2,object,object,kept_without_explicit_rule,0,0.0,0,0,OK,
municipalidades_2022,P04_3,object,object,kept_without_explicit_rule,87,87.0,0,0,OK,
municipalidades_2022,P04_4,object,object,kept_without_explicit_rule,1597,1597.0,0,0,OK,
municipalidades_2022,P04_5,object,object,kept_without_explicit_rule,1605,1605.0,0,0,OK,
municipalidades_2022,P04_6,object,Float64,cast_to_decimal_nullable,1751,1751.0,0,0,OK,
municipalidades_2022,P05_CC,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P05_1,object,Int64,cast_to_integer_nullable,1283,1283.0,0,0,OK,
municipalidades_2022,P05_2,object,Int64,cast_to_integer_nullable,871,871.0,0,0,OK,
municipalidades_2022,P05_3,object,Int64,cast_to_integer_nullable,1419,1419.0,0,0,OK,
municipalidades_2022,P06_CC,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P06,object,Int64,cast_to_integer_nullable,151,151.0,0,0,OK,
municipalidades_2022,P07,object,object,kept_without_explicit_rule,698,698.0,0,0,OK,
municipalidades_2022,P08,object,object,kept_without_explicit_rule,102,102.0,0,0,OK,
municipalidades_2022,P09,object,object,kept_without_explicit_rule,1137,1137.0,0,0,OK,
municipalidades_2022,P10_1,object,object,kept_without_explicit_rule,0,0.0,0,0,OK,
municipalidades_2022,P10_2,object,object,kept_without_explicit_rule,0,0.0,0,0,OK,
municipalidades_2022,P10_3,object,object,kept_without_explicit_rule,0,0.0,0,0,OK,
municipalidades_2022,P10_4,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P11A_1,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P11A_1_1,object,Int64,cast_to_integer_nullable,355,355.0,0,0,OK,
municipalidades_2022,P11A_1_2,object,Int64,cast_to_integer_nullable,355,355.0,0,0,OK,
municipalidades_2022,P11A_2,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P11A_2_1,object,Int64,cast_to_integer_nullable,345,345.0,0,0,OK,
municipalidades_2022,P11A_2_2,object,Int64,cast_to_integer_nullable,345,345.0,0,0,OK,
municipalidades_2022,P11A_3,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P11A_3_1,object,Int64,cast_to_integer_nullable,1599,1599.0,0,0,OK,
municipalidades_2022,P11A_3_2,object,Int64,cast_to_integer_nullable,1599,1599.0,0,0,OK,
municipalidades_2022,P11A_4,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P11A_4_1,object,Int64,cast_to_integer_nullable,571,571.0,0,0,OK,
municipalidades_2022,P11A_4_2,object,Int64,cast_to_integer_nullable,571,571.0,0,0,OK,
municipalidades_2022,P11A_5,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P11A_5_1,object,Int64,cast_to_integer_nullable,999,999.0,0,0,OK,
municipalidades_2022,P11A_5_2,object,Int64,cast_to_integer_nullable,999,999.0,0,0,OK,
municipalidades_2022,P11A_6,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P11A_6_1,object,Int64,cast_to_integer_nullable,1439,1439.0,0,0,OK,
municipalidades_2022,P11A_6_2,object,Int64,cast_to_integer_nullable,1439,1439.0,0,0,OK,
municipalidades_2022,P11A_7,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P11A_7_1,object,Int64,cast_to_integer_nullable,1252,1252.0,0,0,OK,
municipalidades_2022,P11A_7_2,object,Int64,cast_to_integer_nullable,1252,1252.0,0,0,OK,
municipalidades_2022,P11A_8,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P11A_8_1,object,Int64,cast_to_integer_nullable,1384,1384.0,0,0,OK,
municipalidades_2022,P11A_8_2,object,Int64,cast_to_integer_nullable,1384,1384.0,0,0,OK,
municipalidades_2022,P11A_9,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P11A_9_1,object,Int64,cast_to_integer_nullable,1772,1772.0,0,0,OK,
municipalidades_2022,P11A_9_2,object,Int64,cast_to_integer_nullable,1772,1772.0,0,0,OK,
municipalidades_2022,P11A_10,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P11A_10_1,object,Int64,cast_to_integer_nullable,1278,1278.0,0,0,OK,
municipalidades_2022,P11A_10_2,object,Int64,cast_to_integer_nullable,1278,1278.0,0,0,OK,
municipalidades_2022,P11A_10_O,object,object,kept_without_explicit_rule,1278,1278.0,0,0,OK,"documented_null_columns: Texto libre 'Otro tipo de acceso a internet'; solo aplica cuando P11A_10=1. Quality: 1,278 vacíos (68.2%). Vacío estructural documentado."
municipalidades_2022,P11B_11,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P11B_11_1,object,Int64,cast_to_integer_nullable,1555,1555.0,0,0,OK,
municipalidades_2022,P11B_11_2,object,Int64,cast_to_integer_nullable,1555,1555.0,0,0,OK,
municipalidades_2022,P11B_12,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P11B_12_1,object,Int64,cast_to_integer_nullable,1193,1193.0,0,0,OK,
municipalidades_2022,P11B_12_2,object,Int64,cast_to_integer_nullable,1193,1193.0,0,0,OK,
municipalidades_2022,P11B_13,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P11B_13_1,object,Int64,cast_to_integer_nullable,1304,1304.0,0,0,OK,
municipalidades_2022,P11B_13_2,object,Int64,cast_to_integer_nullable,1304,1304.0,0,0,OK,
municipalidades_2022,P11B_14,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P11B_14_1,object,Int64,cast_to_integer_nullable,980,980.0,0,0,OK,
municipalidades_2022,P11B_14_2,object,Int64,cast_to_integer_nullable,980,980.0,0,0,OK,
municipalidades_2022,P11B_15,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P11B_15_1,object,Int64,cast_to_integer_nullable,1189,1189.0,0,0,OK,
municipalidades_2022,P11B_15_2,object,Int64,cast_to_integer_nullable,1189,1189.0,0,0,OK,
municipalidades_2022,P11B_16,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P11B_16_1,object,Int64,cast_to_integer_nullable,1410,1410.0,0,0,OK,
municipalidades_2022,P11B_16_2,object,Int64,cast_to_integer_nullable,1410,1410.0,0,0,OK,
municipalidades_2022,P11B_17,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P11B_17_1,object,Int64,cast_to_integer_nullable,1487,1487.0,0,0,OK,
municipalidades_2022,P11B_17_2,object,Int64,cast_to_integer_nullable,1487,1487.0,0,0,OK,
municipalidades_2022,P11B_18,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P11B_18_1,object,Int64,cast_to_integer_nullable,1702,1702.0,0,0,OK,
municipalidades_2022,P11B_18_2,object,Int64,cast_to_integer_nullable,1702,1702.0,0,0,OK,
municipalidades_2022,P11B_18_O,object,object,kept_without_explicit_rule,1702,1702.0,0,0,OK,"documented_null_columns: Texto libre 'Otro equipo tecnológico'; solo aplica al elegir opción 'Otro'. Quality: 1,702 vacíos (90.8%). Vacío estructural documentado."
municipalidades_2022,P12_1,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P12A_1,object,Int64,cast_to_integer_nullable,1264,1264.0,0,0,OK,
municipalidades_2022,P12_2,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P12A_2,object,Int64,cast_to_integer_nullable,813,813.0,0,0,OK,
municipalidades_2022,P13_1,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P13A_1,object,Int64,cast_to_integer_nullable,1272,1272.0,0,0,OK,
municipalidades_2022,P13_2,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P13A_2,object,Int64,cast_to_integer_nullable,1437,1437.0,0,0,OK,
municipalidades_2022,P13_3,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P13A_3,object,Int64,cast_to_integer_nullable,1168,1168.0,0,0,OK,
municipalidades_2022,P13_4,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P13A_4,object,Int64,cast_to_integer_nullable,1477,1477.0,0,0,OK,
municipalidades_2022,P13_5,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P13A_5,object,Int64,cast_to_integer_nullable,419,419.0,0,0,OK,
municipalidades_2022,P13_6,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P13A_6,object,Int64,cast_to_integer_nullable,367,367.0,0,0,OK,
municipalidades_2022,P13_7,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P13A_7,object,Int64,cast_to_integer_nullable,581,581.0,0,0,OK,
municipalidades_2022,P13_8,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P13A_8,object,Int64,cast_to_integer_nullable,1350,1350.0,0,0,OK,
municipalidades_2022,P13_9,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P13A_9,object,Int64,cast_to_integer_nullable,1623,1623.0,0,0,OK,
municipalidades_2022,P13A_9_O,object,object,kept_without_explicit_rule,1623,1623.0,0,0,OK,"documented_null_columns: Texto libre 'Otro software'; solo aplica al elegir opción 'Otro'. Quality: 1,623 vacíos (86.6%). Vacío estructural documentado."
municipalidades_2022,P14,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P14A_1,object,Int64,cast_to_integer_nullable,76,76.0,0,0,OK,
municipalidades_2022,P14A_2,object,Int64,cast_to_integer_nullable,76,76.0,0,0,OK,
municipalidades_2022,P15_1,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P15A_1,object,Int64,cast_to_integer_nullable,596,596.0,0,0,OK,
municipalidades_2022,P15_2,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P15A_2,object,Int64,cast_to_integer_nullable,1216,1216.0,0,0,OK,
municipalidades_2022,P15_3,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P15A_3,object,Int64,cast_to_integer_nullable,586,586.0,0,0,OK,
municipalidades_2022,P15_4,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P15A_4,object,Int64,cast_to_integer_nullable,98,98.0,0,0,OK,
municipalidades_2022,P15_5,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P15A_5,object,Int64,cast_to_integer_nullable,413,413.0,0,0,OK,
municipalidades_2022,P15_6,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P15A_6,object,Int64,cast_to_integer_nullable,1632,1632.0,0,0,OK,
municipalidades_2022,P15A_6_O,object,object,kept_without_explicit_rule,1632,1632.0,0,0,OK,"documented_null_columns: Texto libre 'Otra fuente de energía'; solo aplica al elegir opción 'Otro'. Quality: 1,632 vacíos (87.1%). Vacío estructural documentado."
municipalidades_2022,P16_1,object,object,kept_without_explicit_rule,0,0.0,0,0,OK,
municipalidades_2022,P16_2,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P16_3,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P16_4,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P16_5,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P16_6,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P16_7,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P16_8,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P16_9,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P16_9_O,object,object,kept_without_explicit_rule,1757,1757.0,0,0,OK,"documented_null_columns: Texto libre 'Otro servicio de agua'; solo aplica al elegir opción 'Otro'. Quality: 1,757 vacíos (93.8%). Vacío estructural documentado."
municipalidades_2022,P17_1,object,object,kept_without_explicit_rule,0,0.0,0,0,OK,
municipalidades_2022,P17_2,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P17_3,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P17_4,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P17_5,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P17_6,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P17_7,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P17_8,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P17_9,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P17_10,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P17_11,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P17_12,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P17_13,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P17_13_O,object,object,kept_without_explicit_rule,1810,1810.0,0,0,OK,"documented_null_columns: Texto libre 'Otro tipo de residuo'; solo aplica al elegir opción 'Otro'. Quality: 1,810 vacíos (96.6%). Vacío estructural documentado."
municipalidades_2022,P17_14,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P18,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P18_Portal,object,object,kept_without_explicit_rule,1156,1156.0,0,0,OK,
municipalidades_2022,P19D_T,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P19D_NM,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P19D_NH,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P19D_CM,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P19D_CH,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P19D_LM,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P19D_LH,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P19D_VM,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P19D_VH,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P19_1_T,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
municipalidades_2022,P19_1_NM,object,Int64,cast_to_integer_nullable,0,0.0,0,0,OK,
